Date,Country,Region,City,New Cases,Total Cases,New Deaths,Total Deaths,New Recoveries,Total Recoveries,Active Cases,New Tests,Total Tests,New Vaccinations,Total Vaccinations,Age Group,Gender,Hospitalizations,ICU Admissions,Case Fatality Rate (%),Test Positivity Rate (%),Vaccination Rate (%),Latitude,Longitude,Variant Prevalence,Population
2025-07-03,USA,California,Los Angeles,1671,224209,20,10821,1648,227987,-14599,3735,4667803,350,16926526,50–59,Female,669,45,4.83,44.74,1692.65,34.05,-118.25,EG.5,18153895
2025-07-03,USA,California,Los Angeles,1339,403245,6,23013,700,214314,165918,12066,7065694,1838,45661670,50–59,Other,436,188,5.71,11.1,4566.17,34.05,-118.25,XBB.1.5,39349046
2025-07-03,USA,California,Los Angeles,146,144485,34,15503,704,114276,14706,13738,1186795,4463,12478422,60–69,Male,610,134,10.73,1.06,1247.84,34.05,-118.25,Delta,33786516
2025-07-03,USA,California,Los Angeles,120,390445,38,43642,61,59353,287450,16515,4879135,927,19715753,60–69,Female,614,42,11.18,0.73,1971.58,34.05,-118.25,Delta,12669937
2025-07-03,USA,California,Los Angeles,1014,243361,12,5783,1689,188770,48808,7600,3712746,4721,37226334,60–69,Other,719,107,2.38,13.34,3722.63,34.05,-118.25,Delta,40759888
2025-07-03,USA,California,Los Angeles,1637,128653,3,46207,1580,318291,-235845,9430,3492093,1388,567008,70+,Male,639,36,35.92,17.36,56.7,34.05,-118.25,EG.5,51758037
2025-07-03,USA,California,Los Angeles,858,418644,1,35145,901,122009,261490,5199,1073350,3778,46958374,70+,Female,985,96,8.39,16.5,4695.84,34.05,-118.25,BA.2.86,2909702
2025-07-03,USA,California,Los Angeles,533,489962,38,13641,541,59992,416329,8834,5254518,3141,32449560,70+,Other,864,171,2.78,6.03,3244.96,34.05,-118.25,XBB.1.5,19443621
2025-07-03,Brazil,Sao Paulo,Sao Paulo,251,285242,20,37004,505,264253,-16015,18916,3585943,4980,27416192,0–9,Male,103,13,12.97,1.33,2741.62,-23.55,-46.63,Omicron,16452176
2025-07-03,Brazil,Sao Paulo,Sao Paulo,754,192336,22,49562,272,264160,-121386,18261,4729420,4092,36942296,0–9,Female,613,103,25.77,4.13,3694.23,-23.55,-46.63,BA.2.86,92372473
2025-07-03,Brazil,Sao Paulo,Sao Paulo,378,89503,35,11702,891,86644,-8843,10645,2907101,4408,35307700,0–9,Other,153,53,13.07,3.55,3530.77,-23.55,-46.63,BA.2.86,6272125
2025-07-03,Brazil,Sao Paulo,Sao Paulo,1053,424936,11,49124,1826,338060,37752,15223,4942603,3418,32755539,10–19,Male,839,11,11.56,6.92,3275.55,-23.55,-46.63,EG.5,8315815
2025-07-03,Brazil,Sao Paulo,Sao Paulo,689,470322,29,38156,852,364773,67393,1526,4583869,3086,30459581,10–19,Female,777,11,8.11,45.15,3045.96,-23.55,-46.63,EG.5,83938061
2025-07-03,Brazil,Sao Paulo,Sao Paulo,1350,406653,24,21581,130,292250,92822,1021,3206363,1883,11617704,10–19,Other,308,196,5.31,132.22,1161.77,-23.55,-46.63,XBB.1.5,39247064
2025-07-03,Brazil,Sao Paulo,Sao Paulo,232,189695,10,24845,163,126689,38161,19299,9727122,2104,45082727,20–29,Male,342,194,13.1,1.2,4508.27,-23.55,-46.63,Delta,30774792
2025-07-03,Brazil,Sao Paulo,Sao Paulo,1010,7167,7,21131,841,170306,-184270,18629,7945367,114,36272890,20–29,Female,863,47,294.84,5.42,3627.29,-23.55,-46.63,BA.2.86,45106906
2025-07-03,Brazil,Sao Paulo,Sao Paulo,984,18974,5,25483,1455,253547,-260056,2530,5091473,2046,32623540,20–29,Other,666,40,134.3,38.89,3262.35,-23.55,-46.63,BA.2.86,29040312
2025-07-03,Brazil,Sao Paulo,Sao Paulo,1577,435609,40,7530,742,59922,368157,984,9262883,3853,36253377,30–39,Male,942,25,1.73,160.26,3625.34,-23.55,-46.63,Delta,74345009
2025-07-03,Brazil,Sao Paulo,Sao Paulo,1043,147923,17,6831,501,66013,75079,1164,5971534,2861,9068316,30–39,Female,825,101,4.62,89.6,906.83,-23.55,-46.63,Omicron,39612270
2025-07-03,Brazil,Sao Paulo,Sao Paulo,822,80379,22,7035,40,174085,-100741,6786,2786776,4175,38334919,30–39,Other,879,59,8.75,12.11,3833.49,-23.55,-46.63,BA.2.86,76375715
2025-07-03,Brazil,Sao Paulo,Sao Paulo,508,48110,3,27738,1376,134383,-114011,6168,6365015,3528,39143034,40–49,Male,126,24,57.66,8.24,3914.3,-23.55,-46.63,Delta,90337086
2025-07-03,Brazil,Sao Paulo,Sao Paulo,1892,257527,25,34161,1076,61175,162191,11767,2565106,2226,38447241,40–49,Female,772,117,13.27,16.08,3844.72,-23.55,-46.63,Delta,68892273
2025-07-03,Brazil,Sao Paulo,Sao Paulo,655,389301,16,11608,1366,83988,293705,8907,4736478,4347,49465854,40–49,Other,67,125,2.98,7.35,4946.59,-23.55,-46.63,Delta,21398887
2025-07-03,Brazil,Sao Paulo,Sao Paulo,569,233214,11,5282,1577,153210,74722,17121,1079871,1690,46965141,50–59,Male,379,105,2.26,3.32,4696.51,-23.55,-46.63,XBB.1.5,6617315
2025-07-03,Brazil,Sao Paulo,Sao Paulo,363,252051,31,31734,522,294561,-74244,19502,8468295,2249,4333531,50–59,Female,638,112,12.59,1.86,433.35,-23.55,-46.63,Omicron,24701501
2025-07-03,Brazil,Sao Paulo,Sao Paulo,1445,217947,24,39538,509,89442,88967,5093,5498476,652,48113717,50–59,Other,437,173,18.14,28.37,4811.37,-23.55,-46.63,Omicron,41731900
2025-07-03,Brazil,Sao Paulo,Sao Paulo,1420,198503,16,37602,1365,27698,133203,10356,6538805,409,17291012,60–69,Male,569,164,18.94,13.71,1729.1,-23.55,-46.63,Omicron,65478755
2025-07-03,Brazil,Sao Paulo,Sao Paulo,1469,112616,4,41199,59,180240,-108823,14344,8999770,1559,12992478,60–69,Female,692,19,36.58,10.24,1299.25,-23.55,-46.63,Omicron,43239942
2025-07-03,Brazil,Sao Paulo,Sao Paulo,1092,289280,13,6944,665,297769,-15433,9628,7658499,3492,16185375,60–69,Other,926,150,2.4,11.34,1618.54,-23.55,-46.63,XBB.1.5,39113933
2025-07-03,Brazil,Sao Paulo,Sao Paulo,1891,299510,23,49629,239,67155,182726,12006,9067907,1066,30933259,70+,Male,369,17,16.57,15.75,3093.33,-23.55,-46.63,EG.5,96830431
2025-07-03,Brazil,Sao Paulo,Sao Paulo,1735,365622,21,11709,849,321542,32371,11250,6909045,4966,15037967,70+,Female,883,88,3.2,15.42,1503.8,-23.55,-46.63,EG.5,12495063
2025-07-03,Brazil,Sao Paulo,Sao Paulo,820,347883,46,41111,236,162118,144654,5352,8323893,4646,44628409,70+,Other,586,168,11.82,15.32,4462.84,-23.55,-46.63,XBB.1.5,84826852
2025-07-03,UK,England,London,1417,387772,23,26029,430,47712,314031,3741,7142185,1614,37316394,0–9,Male,429,16,6.71,37.88,3731.64,51.51,-0.13,XBB.1.5,75982663
2025-07-03,UK,England,London,226,489335,5,20900,96,169708,298727,10140,2493503,3016,38284336,0–9,Female,454,68,4.27,2.23,3828.43,51.51,-0.13,Delta,73661494
2025-07-03,UK,England,London,210,159664,41,27575,153,220240,-88151,3012,2530154,4690,9221182,0–9,Other,978,57,17.27,6.97,922.12,51.51,-0.13,Delta,15428462
2025-07-03,UK,England,London,402,253188,31,26874,30,179825,46489,16236,4498803,3760,19791086,10–19,Male,649,177,10.61,2.48,1979.11,51.51,-0.13,BA.2.86,6428389
2025-07-03,UK,England,London,486,450047,47,7459,362,173270,269318,4574,1510326,1901,8783189,10–19,Female,278,147,1.66,10.63,878.32,51.51,-0.13,Delta,46126486
2025-07-03,UK,England,London,1769,128448,24,13147,1101,232702,-117401,6452,7527365,4230,20548842,10–19,Other,799,184,10.24,27.42,2054.88,51.51,-0.13,Omicron,25895258
2025-07-03,UK,England,London,586,337097,26,38559,887,276618,21920,2566,7167720,4665,36915204,20–29,Male,652,6,11.44,22.84,3691.52,51.51,-0.13,Omicron,89942466
2025-07-03,UK,England,London,656,97566,42,46319,129,91745,-40498,714,6224657,2916,41892374,20–29,Female,757,133,47.47,91.88,4189.24,51.51,-0.13,XBB.1.5,79841515
2025-07-03,UK,England,London,354,392101,36,18912,840,301041,72148,2784,3916910,4392,29470836,20–29,Other,975,186,4.82,12.72,2947.08,51.51,-0.13,BA.2.86,37932349
2025-07-03,UK,England,London,1675,479852,8,23572,582,359264,97016,17642,2355160,996,13659153,30–39,Male,427,187,4.91,9.49,1365.92,51.51,-0.13,EG.5,69585282
2025-07-03,UK,England,London,301,217784,39,36189,309,321373,-139778,11818,2034124,3949,26327225,30–39,Female,876,104,16.62,2.55,2632.72,51.51,-0.13,XBB.1.5,93556373
2025-07-03,UK,England,London,1660,153498,14,17051,1022,126793,9654,6563,8665634,724,42933965,30–39,Other,297,142,11.11,25.29,4293.4,51.51,-0.13,BA.2.86,77229550
2025-07-03,UK,England,London,1731,329301,5,43856,895,199161,86284,3314,952830,1472,32618008,40–49,Male,201,172,13.32,52.23,3261.8,51.51,-0.13,BA.2.86,66379039
2025-07-03,UK,England,London,1369,324605,41,4513,197,249375,70717,9252,2886450,4256,37094372,40–49,Female,654,172,1.39,14.8,3709.44,51.51,-0.13,Omicron,66592967
2025-07-03,UK,England,London,460,227362,25,18343,1195,267734,-58715,11110,8412137,3052,21098086,40–49,Other,914,100,8.07,4.14,2109.81,51.51,-0.13,Delta,81261499
2025-07-03,UK,England,London,1011,81424,44,44901,529,176902,-140379,6670,2659816,1687,7681649,50–59,Male,572,139,55.14,15.16,768.16,51.51,-0.13,EG.5,5013442
2025-07-03,UK,England,London,1947,177792,39,48327,803,262091,-132626,15775,7502378,4518,42399384,50–59,Female,533,26,27.18,12.34,4239.94,51.51,-0.13,Delta,48911875
2025-07-03,UK,England,London,1641,404830,23,38894,1880,290629,75307,15775,7689387,3419,6235776,50–59,Other,650,103,9.61,10.4,623.58,51.51,-0.13,Delta,46484144
2025-07-03,UK,England,London,1015,78838,13,38061,747,40132,645,8373,5232891,1898,14552859,60–69,Male,473,147,48.28,12.12,1455.29,51.51,-0.13,XBB.1.5,48022992
2025-07-03,UK,England,London,259,357785,0,48115,410,155777,153893,10212,6519688,2927,43624319,60–69,Female,899,32,13.45,2.54,4362.43,51.51,-0.13,BA.2.86,10762629
2025-07-03,UK,England,London,812,94094,4,26667,319,81726,-14299,584,8255436,2409,17656300,60–69,Other,35,183,28.34,139.04,1765.63,51.51,-0.13,BA.2.86,21135432
2025-07-03,UK,England,London,435,466683,37,21894,146,113292,331497,19671,3321298,3664,3996952,70+,Male,340,40,4.69,2.21,399.7,51.51,-0.13,XBB.1.5,21022579
2025-07-03,UK,England,London,737,275754,7,31599,945,327931,-83776,10281,5652592,4391,25373533,70+,Female,31,122,11.46,7.17,2537.35,51.51,-0.13,XBB.1.5,16650220
2025-07-03,UK,England,London,1322,12745,23,13297,523,302037,-302589,14025,2778861,4784,31324970,70+,Other,662,28,104.33,9.43,3132.5,51.51,-0.13,Delta,3475341
2025-07-03,South Africa,Gauteng,Johannesburg,1731,97949,14,42432,1381,156916,-101399,9227,6653676,2355,47681381,0–9,Male,322,150,43.32,18.76,4768.14,-26.2,28.03,XBB.1.5,12464904
2025-07-03,South Africa,Gauteng,Johannesburg,246,157860,40,32758,1741,35396,89706,19605,3209197,4618,27754282,0–9,Female,412,110,20.75,1.25,2775.43,-26.2,28.03,Delta,67678322
2025-07-03,South Africa,Gauteng,Johannesburg,524,22328,35,7148,642,167255,-152075,18384,9472730,4413,39972340,0–9,Other,630,135,32.01,2.85,3997.23,-26.2,28.03,EG.5,45207203
2025-07-03,South Africa,Gauteng,Johannesburg,880,355881,43,9663,1425,255594,90624,4541,7231012,3151,11013866,10–19,Male,216,138,2.72,19.38,1101.39,-26.2,28.03,XBB.1.5,47334073
2025-07-03,South Africa,Gauteng,Johannesburg,545,38542,28,44297,1842,393092,-398847,15519,7116882,4794,10121617,10–19,Female,873,157,114.93,3.51,1012.16,-26.2,28.03,EG.5,49190055
2025-07-03,South Africa,Gauteng,Johannesburg,1140,212128,15,32254,750,136785,43089,9153,667774,4621,19065477,10–19,Other,752,24,15.2,12.45,1906.55,-26.2,28.03,XBB.1.5,44077207
2025-07-03,South Africa,Gauteng,Johannesburg,463,73668,34,19677,1522,214182,-160191,5091,1138156,3973,39678690,20–29,Male,34,99,26.71,9.09,3967.87,-26.2,28.03,BA.2.86,40576502
2025-07-03,South Africa,Gauteng,Johannesburg,1807,118895,17,12240,1414,77501,29154,7958,4887966,3059,37223856,20–29,Female,495,118,10.29,22.71,3722.39,-26.2,28.03,Delta,15555698
2025-07-03,South Africa,Gauteng,Johannesburg,1791,408897,8,8115,245,43940,356842,12120,6235979,4528,6703959,20–29,Other,181,48,1.98,14.78,670.4,-26.2,28.03,BA.2.86,27853339
2025-07-03,South Africa,Gauteng,Johannesburg,131,222913,9,9875,840,372417,-159379,9882,8113873,170,23614276,30–39,Male,750,114,4.43,1.33,2361.43,-26.2,28.03,XBB.1.5,37485129
2025-07-03,South Africa,Gauteng,Johannesburg,248,62106,41,39751,1559,154758,-132403,17389,4659456,3418,15234120,30–39,Female,104,164,64.01,1.43,1523.41,-26.2,28.03,BA.2.86,60542994
2025-07-03,South Africa,Gauteng,Johannesburg,1372,238686,4,40905,1281,17254,180527,14184,1326358,99,20530142,30–39,Other,148,32,17.14,9.67,2053.01,-26.2,28.03,BA.2.86,22653670
2025-07-03,South Africa,Gauteng,Johannesburg,73,168254,6,27164,967,303309,-162219,1400,2912589,670,35389487,40–49,Male,973,34,16.14,5.21,3538.95,-26.2,28.03,Delta,40389701
2025-07-03,South Africa,Gauteng,Johannesburg,1605,255381,40,47312,865,148709,59360,3656,8156286,2566,34245817,40–49,Female,627,166,18.53,43.9,3424.58,-26.2,28.03,BA.2.86,3630084
2025-07-03,South Africa,Gauteng,Johannesburg,353,206554,21,8534,106,387779,-189759,18088,2699682,3435,39893524,40–49,Other,441,163,4.13,1.95,3989.35,-26.2,28.03,BA.2.86,2050669
2025-07-03,South Africa,Gauteng,Johannesburg,1365,171424,47,23515,1833,320845,-172936,16366,7158997,2787,8572600,50–59,Male,94,96,13.72,8.34,857.26,-26.2,28.03,BA.2.86,3495274
2025-07-03,South Africa,Gauteng,Johannesburg,167,114168,46,48663,1390,312976,-247471,7677,8889284,4133,9144224,50–59,Female,975,105,42.62,2.18,914.42,-26.2,28.03,Omicron,78386140
2025-07-03,South Africa,Gauteng,Johannesburg,1735,396451,48,30159,587,335387,30905,13410,1593835,3080,45260574,50–59,Other,589,9,7.61,12.94,4526.06,-26.2,28.03,Omicron,47099947
2025-07-03,South Africa,Gauteng,Johannesburg,1576,229887,26,15526,1607,133229,81132,8448,1326208,3023,14375062,60–69,Male,547,164,6.75,18.66,1437.51,-26.2,28.03,BA.2.86,98232853
2025-07-03,South Africa,Gauteng,Johannesburg,1010,475109,40,44628,468,190649,239832,11014,7239253,2271,14553342,60–69,Female,650,187,9.39,9.17,1455.33,-26.2,28.03,XBB.1.5,90173926
2025-07-03,South Africa,Gauteng,Johannesburg,945,88054,34,34266,38,65068,-11280,17772,9192221,4031,48226406,60–69,Other,301,101,38.91,5.32,4822.64,-26.2,28.03,EG.5,79006250
2025-07-03,South Africa,Gauteng,Johannesburg,735,383237,3,46113,640,387534,-50410,19664,8092780,928,28618756,70+,Male,186,168,12.03,3.74,2861.88,-26.2,28.03,Omicron,7365218
2025-07-03,South Africa,Gauteng,Johannesburg,976,107635,45,1128,1592,86754,19753,6212,2025700,1143,28943661,70+,Female,341,70,1.05,15.71,2894.37,-26.2,28.03,Delta,29349593
2025-07-03,South Africa,Gauteng,Johannesburg,925,338885,28,29878,534,374592,-65585,9899,5197510,4133,44263615,70+,Other,964,167,8.82,9.34,4426.36,-26.2,28.03,EG.5,70911224
2025-07-04,India,Karnataka,Bengaluru,591,308016,30,34363,255,246782,26871,17141,4683185,3473,42336441,0–9,Male,787,56,11.16,3.45,4233.64,12.97,77.59,Omicron,66402043
2025-07-04,India,Karnataka,Bengaluru,1679,45463,0,3155,936,328528,-286220,2972,8234712,3865,40673392,0–9,Female,905,133,6.94,56.49,4067.34,12.97,77.59,Delta,13918545
2025-07-04,India,Karnataka,Bengaluru,1042,192702,24,9272,81,211206,-27776,12044,1097058,867,18068223,0–9,Other,790,75,4.81,8.65,1806.82,12.97,77.59,XBB.1.5,61380642
2025-07-04,India,Karnataka,Bengaluru,798,98432,38,3059,1822,182610,-87237,15418,9714160,17,40131437,10–19,Male,202,161,3.11,5.18,4013.14,12.97,77.59,Delta,84879409
2025-07-04,India,Karnataka,Bengaluru,1026,286662,20,38024,109,239108,9530,2867,956755,2740,35423929,10–19,Female,923,199,13.26,35.79,3542.39,12.97,77.59,EG.5,41227579
2025-07-04,India,Karnataka,Bengaluru,707,330976,38,29829,1180,271121,30026,8919,8016040,415,8931396,10–19,Other,416,143,9.01,7.93,893.14,12.97,77.59,BA.2.86,12686946
2025-07-04,India,Karnataka,Bengaluru,870,74034,32,36472,549,47366,-9804,1459,7533741,1016,47800567,20–29,Male,503,75,49.26,59.63,4780.06,12.97,77.59,XBB.1.5,12845513
2025-07-04,India,Karnataka,Bengaluru,1142,298699,29,15161,1028,328545,-45007,12342,8655785,2297,995840,20–29,Female,914,44,5.08,9.25,99.58,12.97,77.59,Delta,72859890
2025-07-04,India,Karnataka,Bengaluru,642,462783,15,6575,1164,256199,200009,14706,2909799,2670,33683655,20–29,Other,116,10,1.42,4.37,3368.37,12.97,77.59,EG.5,89759735
2025-07-04,India,Karnataka,Bengaluru,1270,416810,46,33705,1647,150829,232276,3183,4293275,4108,4578741,30–39,Male,418,182,8.09,39.9,457.87,12.97,77.59,BA.2.86,50933211
2025-07-04,India,Karnataka,Bengaluru,1308,37620,29,4708,484,319883,-286971,8229,7055345,2368,8782654,30–39,Female,985,154,12.51,15.9,878.27,12.97,77.59,Delta,89912371
2025-07-04,India,Karnataka,Bengaluru,1708,279393,11,42006,1614,94447,142940,5132,1229364,168,49585708,30–39,Other,358,128,15.03,33.28,4958.57,12.97,77.59,XBB.1.5,44300650
2025-07-04,India,Karnataka,Bengaluru,1122,314690,38,10561,718,239894,64235,5945,8642756,1188,19522746,40–49,Male,832,62,3.36,18.87,1952.27,12.97,77.59,EG.5,27282839
2025-07-04,India,Karnataka,Bengaluru,310,330978,34,41662,591,227222,62094,17577,4384471,4062,28536569,40–49,Female,231,72,12.59,1.76,2853.66,12.97,77.59,Delta,81846226
2025-07-04,India,Karnataka,Bengaluru,914,305714,24,42673,51,22062,240979,4150,5862214,2053,14254649,40–49,Other,633,133,13.96,22.02,1425.46,12.97,77.59,BA.2.86,22185868
2025-07-04,India,Karnataka,Bengaluru,1048,482462,9,46839,1841,268146,167477,16794,1117816,2342,26489590,50–59,Male,665,198,9.71,6.24,2648.96,12.97,77.59,Delta,64773189
2025-07-04,India,Karnataka,Bengaluru,335,248891,36,41561,33,205300,2030,11382,3740540,3891,27504755,50–59,Female,531,186,16.7,2.94,2750.48,12.97,77.59,BA.2.86,33475369
2025-07-04,India,Karnataka,Bengaluru,909,108485,40,3644,700,183694,-78853,8795,4027549,3603,44234967,50–59,Other,881,200,3.36,10.34,4423.5,12.97,77.59,BA.2.86,75241346
2025-07-04,India,Karnataka,Bengaluru,634,284372,14,12364,1313,39859,232149,5088,9503563,255,43059372,60–69,Male,450,144,4.35,12.46,4305.94,12.97,77.59,BA.2.86,94218786
2025-07-04,India,Karnataka,Bengaluru,334,18089,4,18314,1786,67464,-67689,18788,4731635,2755,41683317,60–69,Female,783,90,101.24,1.78,4168.33,12.97,77.59,XBB.1.5,73018490
2025-07-04,India,Karnataka,Bengaluru,134,339022,2,48827,1290,323195,-33000,4004,2337708,99,24888187,60–69,Other,842,119,14.4,3.35,2488.82,12.97,77.59,Delta,88894922
2025-07-04,India,Karnataka,Bengaluru,153,353731,7,27879,276,133036,192816,8019,906120,2316,48255530,70+,Male,662,54,7.88,1.91,4825.55,12.97,77.59,XBB.1.5,67448803
2025-07-04,India,Karnataka,Bengaluru,385,197462,26,33883,127,88343,75236,11299,9832253,1968,10145246,70+,Female,408,59,17.16,3.41,1014.52,12.97,77.59,Omicron,50137432
2025-07-04,India,Karnataka,Bengaluru,1480,400656,25,2336,1003,202443,195877,18661,7756498,714,36683461,70+,Other,678,59,0.58,7.93,3668.35,12.97,77.59,EG.5,38705066
2025-07-04,USA,California,Los Angeles,1391,150098,21,39738,432,70927,39433,19629,5726370,1363,16109336,0–9,Male,203,26,26.47,7.09,1610.93,34.05,-118.25,Delta,74586162
2025-07-04,USA,California,Los Angeles,1349,260552,21,27151,402,12484,220917,11003,8690143,2221,45449215,0–9,Female,740,107,10.42,12.26,4544.92,34.05,-118.25,XBB.1.5,24663559
2025-07-04,USA,California,Los Angeles,112,35214,50,45453,123,370772,-381011,19162,4492632,22,27412822,0–9,Other,792,122,129.08,0.58,2741.28,34.05,-118.25,BA.2.86,78810991
2025-07-04,USA,California,Los Angeles,1401,110583,7,44853,389,279805,-214075,17602,3953144,18,2153155,10–19,Male,403,166,40.56,7.96,215.32,34.05,-118.25,Omicron,77989626
2025-07-04,USA,California,Los Angeles,1154,54503,4,32733,1669,77762,-55992,959,2490889,2467,42899815,10–19,Female,727,197,60.06,120.33,4289.98,34.05,-118.25,EG.5,12893431
2025-07-04,USA,California,Los Angeles,463,37615,46,26101,1615,231121,-219607,4083,4684394,4467,31460809,10–19,Other,357,72,69.39,11.34,3146.08,34.05,-118.25,EG.5,70142522
2025-07-04,USA,California,Los Angeles,728,405787,31,49912,1071,65877,289998,18208,406759,3882,33020467,20–29,Male,403,106,12.3,4.0,3302.05,34.05,-118.25,EG.5,35481571
2025-07-04,USA,California,Los Angeles,1280,386991,14,19851,1814,221376,145764,17360,4529970,1584,12016997,20–29,Female,745,19,5.13,7.37,1201.7,34.05,-118.25,XBB.1.5,13840094
2025-07-04,USA,California,Los Angeles,774,27363,22,30512,1633,300468,-303617,11629,6178318,3654,13496380,20–29,Other,751,24,111.51,6.66,1349.64,34.05,-118.25,Omicron,45758656
2025-07-04,USA,California,Los Angeles,391,447752,46,15710,1750,71825,360217,3708,2675744,4055,2349282,30–39,Male,276,123,3.51,10.54,234.93,34.05,-118.25,EG.5,81804024
2025-07-04,USA,California,Los Angeles,1899,332858,14,28607,1014,77523,226728,2602,9675749,4190,40248782,30–39,Female,66,21,8.59,72.98,4024.88,34.05,-118.25,EG.5,22914362
2025-07-04,USA,California,Los Angeles,417,43808,7,19089,106,397843,-373124,15484,4249584,981,29288235,30–39,Other,21,195,43.57,2.69,2928.82,34.05,-118.25,EG.5,85239068
2025-07-04,USA,California,Los Angeles,1548,423427,18,19910,1515,282810,120707,16058,7233238,1825,23466566,40–49,Male,687,51,4.7,9.64,2346.66,34.05,-118.25,BA.2.86,97663002
2025-07-04,USA,California,Los Angeles,370,139039,33,22108,1384,132135,-15204,10291,5383817,1542,34845206,40–49,Female,617,173,15.9,3.6,3484.52,34.05,-118.25,EG.5,92264375
2025-07-04,USA,California,Los Angeles,1585,310315,26,13785,790,330919,-34389,18911,9486056,2925,8363844,40–49,Other,846,200,4.44,8.38,836.38,34.05,-118.25,BA.2.86,68467344
2025-07-04,USA,California,Los Angeles,143,476998,23,4214,449,225955,246829,15061,4231052,4138,38393752,50–59,Male,253,186,0.88,0.95,3839.38,34.05,-118.25,Delta,12402905
2025-07-04,USA,California,Los Angeles,1376,148371,0,18538,1789,345825,-215992,5477,9912789,1587,41305707,50–59,Female,129,145,12.49,25.12,4130.57,34.05,-118.25,XBB.1.5,43947642
2025-07-04,USA,California,Los Angeles,1584,97023,42,19371,376,329688,-252036,903,4971257,4170,11594438,50–59,Other,793,175,19.97,175.42,1159.44,34.05,-118.25,BA.2.86,69785866
2025-07-04,USA,California,Los Angeles,1943,352367,30,9770,938,142358,200239,1489,8298325,2007,37582397,60–69,Male,490,157,2.77,130.49,3758.24,34.05,-118.25,XBB.1.5,12549858
2025-07-04,USA,California,Los Angeles,1095,288588,43,40799,673,250403,-2614,16705,7461526,4506,4030504,60–69,Female,28,44,14.14,6.55,403.05,34.05,-118.25,EG.5,91917453
2025-07-04,USA,California,Los Angeles,212,358041,50,31183,767,388492,-61634,1574,6786382,647,3864057,60–69,Other,821,74,8.71,13.47,386.41,34.05,-118.25,XBB.1.5,45622816
2025-07-04,USA,California,Los Angeles,1433,179909,13,39055,569,177048,-36194,5494,8440681,3137,34881811,70+,Male,257,176,21.71,26.08,3488.18,34.05,-118.25,XBB.1.5,50464854
2025-07-04,USA,California,Los Angeles,1167,457262,43,35316,1118,196611,225335,15251,613415,1765,16137809,70+,Female,608,86,7.72,7.65,1613.78,34.05,-118.25,Delta,57842700
2025-07-04,USA,California,Los Angeles,547,244782,30,11418,755,294165,-60801,9043,1696208,1438,43975553,70+,Other,916,144,4.66,6.05,4397.56,34.05,-118.25,XBB.1.5,61752963
2025-07-04,Brazil,Sao Paulo,Sao Paulo,1857,186278,21,44261,505,226325,-84308,11691,6367234,2541,599618,0–9,Male,284,86,23.76,15.88,59.96,-23.55,-46.63,XBB.1.5,86271217
2025-07-04,Brazil,Sao Paulo,Sao Paulo,1288,270371,18,33467,721,181975,54929,6517,9466475,2689,14042108,0–9,Female,221,119,12.38,19.76,1404.21,-23.55,-46.63,Delta,69650821
2025-07-04,Brazil,Sao Paulo,Sao Paulo,1987,107505,26,37964,1153,352385,-282844,2256,8494621,676,16625637,0–9,Other,673,128,35.31,88.08,1662.56,-23.55,-46.63,XBB.1.5,9744065
2025-07-04,Brazil,Sao Paulo,Sao Paulo,722,486826,5,23301,386,219369,244156,3832,8026130,1811,25096385,10–19,Male,418,188,4.79,18.84,2509.64,-23.55,-46.63,BA.2.86,50712587
2025-07-04,Brazil,Sao Paulo,Sao Paulo,976,322894,13,27004,1756,7029,288861,10028,2512803,3899,805687,10–19,Female,447,71,8.36,9.73,80.57,-23.55,-46.63,Delta,58403719
2025-07-04,Brazil,Sao Paulo,Sao Paulo,277,197332,0,21850,1829,314452,-138970,10185,676589,853,43161596,10–19,Other,426,125,11.07,2.72,4316.16,-23.55,-46.63,XBB.1.5,67637795
2025-07-04,Brazil,Sao Paulo,Sao Paulo,1722,474389,15,18097,482,189436,266856,5669,3553588,3586,18156263,20–29,Male,29,78,3.81,30.38,1815.63,-23.55,-46.63,Delta,73322737
2025-07-04,Brazil,Sao Paulo,Sao Paulo,1916,154947,7,3004,346,180482,-28539,2870,8917415,315,20493183,20–29,Female,359,62,1.94,66.76,2049.32,-23.55,-46.63,Delta,91502236
2025-07-04,Brazil,Sao Paulo,Sao Paulo,1892,468055,26,9674,822,112185,346196,16288,8149115,4277,27620029,20–29,Other,489,90,2.07,11.62,2762.0,-23.55,-46.63,XBB.1.5,50322938
2025-07-04,Brazil,Sao Paulo,Sao Paulo,944,447332,28,17086,1164,364562,65684,1698,4687865,4125,1302606,30–39,Male,395,171,3.82,55.59,130.26,-23.55,-46.63,Delta,60973295
2025-07-04,Brazil,Sao Paulo,Sao Paulo,1408,315891,17,34004,1436,201551,80336,11455,5760320,4675,1598157,30–39,Female,467,65,10.76,12.29,159.82,-23.55,-46.63,XBB.1.5,66518530
2025-07-04,Brazil,Sao Paulo,Sao Paulo,104,316204,32,21908,1514,234533,59763,18396,2242566,2678,46685354,30–39,Other,217,57,6.93,0.57,4668.54,-23.55,-46.63,EG.5,78703518
2025-07-04,Brazil,Sao Paulo,Sao Paulo,765,59943,11,11646,1341,163159,-114862,9928,3276900,965,18108697,40–49,Male,848,108,19.43,7.71,1810.87,-23.55,-46.63,BA.2.86,46593811
